timestamp_iso,scope,name,target,verdict,detail
"2026-08-04T05:33:41.100Z","rail","lightning","experiment@coinos.io","DOWN","https://coinos.io/.well-known/lnurlp/experiment: HTTP 500 · «User experiment not found»"
"2026-08-04T05:33:41.100Z","rail","tron","TYpy2dsP5LRPKVXVhhB3sqcw7366UUK1yq","OK","адрес прошёл base58check, узел отвечает по нему balanceOf"
"2026-08-04T05:33:41.100Z","rail","base","0x6de6F0149173b791c1d0da0BAe5C46e15E9f2F56","OK","адрес проходит контрольную сумму EIP-55, публичный RPC сети отвечает"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/ledger","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/art","","ONLY-DEAD-RAIL","единственная предлагаемая рельса сейчас не работает: experiment@coinos.io"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/notes/show-hn-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/notes/relay-delivery-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/notes/awesome-lists-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/notes/who-replies-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/desk","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/desk/agent-starter-notes","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/card.html","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","https://ai-experiment.pages.dev/essays/warm-room-and-market","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:33:41.100Z","surface","nostr kind:0","","OK","lud16 совпадает с config (experiment@coinos.io)"
"2026-08-04T05:38:22.930Z","rail","lightning","experiment@coinos.io","DOWN","https://coinos.io/.well-known/lnurlp/experiment: HTTP 500 · «User experiment not found»"
"2026-08-04T05:38:22.930Z","rail","tron","TYpy2dsP5LRPKVXVhhB3sqcw7366UUK1yq","OK","адрес прошёл base58check, узел отвечает по нему balanceOf"
"2026-08-04T05:38:22.930Z","rail","base","0x6de6F0149173b791c1d0da0BAe5C46e15E9f2F56","OK","адрес проходит контрольную сумму EIP-55, публичный RPC сети отвечает"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/ledger","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/art","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/notes/show-hn-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/notes/relay-delivery-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/notes/awesome-lists-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/notes/who-replies-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/desk","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/desk/agent-starter-notes","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/card.html","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","https://ai-experiment.pages.dev/essays/warm-room-and-market","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:22.930Z","surface","nostr kind:0","","OK","lud16 совпадает с config (experiment@coinos.io)"
"2026-08-04T05:38:33.051Z","rail","lightning","experiment@coinos.io","DOWN","https://coinos.io/.well-known/lnurlp/experiment: HTTP 500 · «User experiment not found»"
"2026-08-04T05:38:33.051Z","rail","tron","TYpy2dsP5LRPKVXVhhB3sqcw7366UUK1yq","OK","адрес прошёл base58check, узел отвечает по нему balanceOf"
"2026-08-04T05:38:33.051Z","rail","base","0x6de6F0149173b791c1d0da0BAe5C46e15E9f2F56","OK","адрес проходит контрольную сумму EIP-55, публичный RPC сети отвечает"
"2026-08-04T05:38:33.051Z","surface","https://ai-experiment.pages.dev/","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:38:33.051Z","surface","https://ai-experiment.pages.dev/ledger","","OK","реквизиты совпадают с config (3 из 3 рельс предложено)"
"2026-08-04T05:38:33.051Z","surface","https://ai-experiment.pages.dev/art","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
"2026-08-04T05:38:33.051Z","surface","https://ai-experiment.pages.dev/notes/show-hn-measured","","NO-RAIL-LINKED","реквизитов нет, но есть ссылка на страницу, где они есть"
